lead_age_days,email_opens,website_visits,demo_requested,pricing_page_visits,company_size,industry,lead_source,response_time_hours,num_interactions,budget_indicated,decision_maker,converted,conversion_probability,lead_score,lead_grade
75,19,10,1,0,2,4,1,38,6,1,1,0,0.01,1.0,Cold
82,2,31,0,6,1,1,3,63,26,1,0,0,0.11,11.0,Cold
12,18,48,1,1,1,2,1,1,13,0,0,1,0.92,92.0,Very Hot
87,14,6,0,0,1,1,1,71,2,1,1,0,0.01,1.0,Cold
12,3,45,0,1,2,2,1,19,19,1,0,1,0.82,82.0,Very Hot
13,11,10,1,6,3,2,0,52,11,1,0,0,0.22,22.0,Cold
25,5,27,0,6,4,0,1,30,27,0,1,1,0.84,84.0,Very Hot
45,18,40,0,9,4,0,0,55,20,1,1,1,0.91,91.0,Very Hot
19,3,22,0,5,2,0,2,14,5,0,0,0,0.02,2.0,Cold
55,14,44,0,4,4,1,2,13,9,0,1,1,0.87,87.0,Very Hot
45,8,22,0,2,2,3,2,27,6,1,0,0,0.01,1.0,Cold
8,4,49,0,2,2,2,2,9,17,1,1,1,0.58,58.0,Hot
53,12,27,0,8,4,4,2,41,19,0,1,1,0.87,87.0,Very Hot
55,17,42,0,3,1,0,1,48,23,1,1,1,0.77,77.0,Very Hot
32,4,46,0,8,3,1,1,12,8,0,1,1,0.95,95.0,Very Hot
51,15,25,0,3,4,1,1,10,7,0,0,0,0.01,1.0,Cold
44,18,24,0,1,4,1,2,6,5,0,0,0,0.13,13.0,Cold
82,13,28,0,3,4,4,2,34,15,1,0,0,0.1,10.0,Cold
70,15,18,1,5,4,4,0,52,10,0,1,0,0.06,6.0,Cold
18,14,32,0,5,2,0,3,41,24,0,1,1,0.95,95.0,Very Hot
83,3,35,0,4,2,4,1,6,16,1,1,0,0.17,17.0,Cold
22,6,13,0,0,3,0,3,2,9,0,1,0,0.0,0.0,
37,15,13,1,2,3,4,2,15,7,1,0,0,0.13,13.0,Cold
56,7,34,0,4,4,4,2,17,11,1,0,0,0.31,31.0,Warm
59,16,29,1,5,4,4,2,16,9,1,0,1,0.86,86.0,Very Hot
3,15,27,0,0,4,0,3,28,17,0,0,0,0.03,3.0,Cold
28,9,16,0,8,3,2,0,10,9,0,0,0,0.08,8.0,Cold
74,9,2,1,2,4,0,2,10,3,1,1,0,0.07,7.0,Cold
35,1,15,0,9,1,2,0,10,22,0,0,0,0.05,5.0,Cold
61,8,45,0,2,3,1,0,28,8,0,1,0,0.22,22.0,Cold
54,16,29,1,1,1,1,1,24,19,0,1,1,0.88,88.0,Very Hot
63,10,28,1,7,4,0,3,19,20,0,0,1,0.7,70.0,Hot
79,9,44,0,2,2,2,2,68,16,1,1,0,0.13,13.0,Cold
7,16,14,0,5,1,2,0,56,7,1,0,0,0.07,7.0,Cold
76,3,45,1,1,3,2,3,67,28,0,0,0,0.19,19.0,Cold
49,15,24,0,6,1,1,3,42,7,0,0,0,0.05,5.0,Cold
85,19,37,1,3,3,0,2,12,20,1,0,1,0.94,94.0,Very Hot
31,14,41,0,8,4,3,1,18,25,0,1,1,0.99,99.0,Very Hot
58,4,46,0,9,1,2,1,23,13,1,1,1,0.97,97.0,Very Hot
61,5,37,1,8,2,2,0,6,3,0,0,1,0.89,89.0,Very Hot
24,16,22,0,6,1,3,1,53,12,1,0,0,0.14,14.0,Cold
20,0,24,0,7,2,0,1,42,24,1,0,0,0.11,11.0,Cold
37,18,41,0,2,3,2,1,66,8,0,1,0,0.16,16.0,Cold
4,3,6,0,4,4,0,3,30,13,0,0,0,0.02,2.0,Cold
20,16,21,0,1,4,2,2,9,20,0,1,0,0.05,5.0,Cold
60,8,16,1,9,2,4,3,42,16,1,1,1,0.85,85.0,Very Hot
24,1,17,0,6,3,2,3,34,7,0,0,0,0.01,1.0,Cold
50,7,48,0,7,4,4,2,40,4,1,1,1,0.92,92.0,Very Hot
49,14,40,1,8,3,0,3,17,29,0,0,1,0.97,97.0,Very Hot
51,6,9,0,6,2,2,0,29,12,1,1,0,0.02,2.0,Cold
36,5,9,0,9,2,1,0,50,17,1,0,0,0.03,3.0,Cold
66,0,6,0,9,1,1,3,49,1,0,0,0,0.0,0.0,
79,14,47,1,7,4,3,1,61,17,0,1,1,0.95,95.0,Very Hot
34,6,49,0,8,4,1,3,46,2,0,1,1,0.7,70.0,Hot
36,16,37,0,5,1,4,1,46,6,1,1,1,0.71,71.0,Hot
6,1,26,0,9,2,1,3,17,12,0,0,0,0.08,8.0,Cold
39,8,32,0,1,2,1,0,66,26,0,1,0,0.08,8.0,Cold
42,8,0,0,1,2,1,1,5,11,1,0,0,0.0,0.0,
58,12,43,0,3,2,2,0,54,21,0,0,0,0.16,16.0,Cold
12,5,33,0,8,3,3,3,16,11,1,0,1,0.5,50.0,Warm
3,5,3,1,6,4,0,2,7,18,0,1,0,0.06,6.0,Cold
18,19,16,0,1,4,3,1,8,8,0,1,0,0.05,5.0,Cold
40,19,3,0,7,2,4,1,38,25,0,0,0,0.24,24.0,Cold
21,2,42,0,6,2,2,3,54,7,1,0,0,0.22,22.0,Cold
15,16,25,0,8,2,2,3,15,28,0,0,1,0.9,90.0,Very Hot
26,16,3,0,7,4,1,1,50,14,1,0,0,0.05,5.0,Cold
8,11,0,0,2,4,1,2,56,16,0,0,0,0.0,0.0,
87,15,6,0,0,2,4,3,9,12,0,1,0,0.01,1.0,Cold
42,14,29,1,1,3,2,3,8,9,1,1,1,0.82,82.0,Very Hot
44,12,49,0,1,1,0,3,19,20,0,1,1,0.92,92.0,Very Hot
14,0,8,0,3,1,3,2,51,29,0,0,0,0.03,3.0,Cold
78,16,34,0,5,1,2,1,57,23,0,0,0,0.62,62.0,Hot
2,2,7,0,3,4,0,0,68,21,1,0,0,0.04,4.0,Cold
37,14,23,0,8,4,0,3,31,16,1,1,1,0.87,87.0,Very Hot
69,3,18,0,3,1,3,2,3,21,0,0,0,0.02,2.0,Cold
38,3,35,0,5,1,0,1,43,19,0,1,0,0.39,39.0,Warm
41,17,49,1,5,3,4,1,29,16,1,1,1,0.99,99.0,Very Hot
62,16,42,0,9,4,0,2,10,9,1,0,1,0.93,93.0,Very Hot
60,18,26,0,9,4,4,3,12,13,0,0,1,0.43,43.0,Warm
14,10,31,0,0,1,0,0,46,26,1,1,1,0.74,74.0,Hot
89,19,13,0,7,3,1,3,30,5,0,1,0,0.18,18.0,Cold
84,2,17,0,2,3,0,1,32,22,0,0,0,0.04,4.0,Cold
2,7,27,1,5,1,4,0,47,19,0,0,1,0.79,79.0,Very Hot
70,13,28,0,2,1,0,3,63,10,0,1,0,0.0,0.0,
17,0,15,1,1,4,0,0,26,7,0,1,0,0.05,5.0,Cold
89,13,34,1,4,1,0,2,3,9,1,0,1,0.93,93.0,Very Hot
28,1,46,0,0,2,4,3,23,25,0,0,0,0.47,47.0,Warm
66,3,30,0,8,3,0,1,50,14,0,0,0,0.04,4.0,Cold
35,18,3,0,6,1,3,1,36,15,0,1,0,0.13,13.0,Cold
5,5,36,0,2,2,3,0,13,13,1,0,0,0.15,15.0,Cold
65,0,16,1,3,3,4,2,29,10,1,1,0,0.03,3.0,Cold
40,16,38,0,5,2,1,3,38,14,0,1,1,0.79,79.0,Very Hot
76,7,47,1,2,2,3,2,5,26,0,0,1,0.9,90.0,Very Hot
56,18,45,0,6,1,2,2,20,21,0,1,1,0.98,98.0,Very Hot
36,0,25,1,5,3,3,0,14,23,0,0,0,0.17,17.0,Cold
45,4,47,1,8,2,2,0,8,29,0,1,1,0.99,99.0,Very Hot
23,15,38,0,4,4,4,3,48,12,0,1,1,0.84,84.0,Very Hot
47,5,40,0,3,3,1,1,13,28,1,0,1,0.89,89.0,Very Hot
31,7,3,0,2,4,2,3,24,29,0,0,0,0.03,3.0,Cold
11,12,29,1,9,1,2,2,65,19,0,1,1,0.97,97.0,Very Hot
10,15,29,1,0,4,3,0,34,6,0,0,0,0.29,29.0,Warm
67,2,21,1,2,3,2,2,51,12,1,0,0,0.01,1.0,Cold
14,18,10,0,2,2,4,0,3,24,0,0,0,0.16,16.0,Cold
80,11,1,0,6,2,4,1,58,13,0,1,0,0.04,4.0,Cold
74,15,43,1,6,3,4,2,55,8,1,1,1,0.94,94.0,Very Hot
10,10,11,0,0,2,3,0,42,16,0,1,0,0.01,1.0,Cold
76,9,29,1,2,4,1,3,21,2,0,0,0,0.12,12.0,Cold
1,19,35,0,7,2,3,3,10,22,0,0,1,0.95,95.0,Very Hot
5,3,17,0,8,2,4,3,57,7,1,0,0,0.04,4.0,Cold
20,11,25,0,6,4,3,2,25,12,0,0,0,0.12,12.0,Cold
8,1,6,0,6,4,4,0,56,7,1,1,0,0.03,3.0,Cold
43,18,0,0,7,4,0,0,38,19,0,1,0,0.1,10.0,Cold
76,4,25,0,5,1,0,0,61,14,0,0,0,0.02,2.0,Cold
1,7,22,0,2,4,2,2,47,9,1,1,0,0.02,2.0,Cold
57,6,25,0,0,4,1,0,54,18,0,0,0,0.0,0.0,
64,13,44,0,6,1,0,1,46,11,0,0,1,0.83,83.0,Very Hot
84,2,5,1,0,2,4,2,68,16,0,1,0,0.02,2.0,Cold
28,17,5,1,0,4,3,1,4,19,1,1,0,0.06,6.0,Cold
37,15,43,1,8,3,3,1,66,11,0,1,1,0.97,97.0,Very Hot
47,18,7,1,9,4,2,3,43,18,0,0,1,0.72,72.0,Hot
76,18,23,0,6,4,3,2,62,11,0,0,0,0.02,2.0,Cold
37,17,21,0,3,1,0,0,4,25,0,0,0,0.09,9.0,Cold
49,19,18,0,5,3,3,1,65,4,0,1,0,0.04,4.0,Cold
44,15,36,1,0,2,0,2,62,18,0,1,1,0.89,89.0,Very Hot
56,7,17,0,6,2,0,0,2,19,0,0,0,0.03,3.0,Cold
28,0,30,0,5,3,1,3,9,13,1,1,0,0.08,8.0,Cold
79,16,36,1,3,4,2,2,57,4,0,0,0,0.07,7.0,Cold
6,11,29,0,6,1,4,2,45,10,0,1,0,0.13,13.0,Cold
61,10,41,0,2,3,0,2,18,29,1,0,1,0.88,88.0,Very Hot
20,4,32,0,0,3,2,0,48,22,1,0,0,0.04,4.0,Cold
78,11,9,0,3,2,4,1,42,5,1,0,0,0.01,1.0,Cold
2,16,36,0,2,1,3,1,41,3,0,0,0,0.16,16.0,Cold
73,5,11,0,0,3,2,2,58,16,1,1,0,0.0,0.0,
37,0,29,0,1,1,2,2,42,26,1,1,0,0.07,7.0,Cold
20,4,26,0,4,4,2,0,35,8,0,1,0,0.01,1.0,Cold
26,13,38,1,7,2,3,3,38,24,0,1,1,0.97,97.0,Very Hot
29,4,8,1,0,4,3,2,67,7,0,0,0,0.0,0.0,
1,0,20,0,3,1,2,2,41,19,1,1,0,0.03,3.0,Cold
35,17,11,1,3,4,1,3,50,14,0,1,0,0.06,6.0,Cold
70,15,28,0,4,2,0,2,45,15,0,0,0,0.11,11.0,Cold
59,8,32,0,6,1,3,1,71,17,0,0,0,0.23,23.0,Cold
69,18,42,0,7,3,1,2,19,21,1,1,1,0.98,98.0,Very Hot
33,4,14,0,5,4,3,1,17,1,0,0,0,0.0,0.0,
51,1,1,0,0,2,2,0,65,6,1,1,0,0.0,0.0,
78,14,38,0,6,3,1,0,56,27,1,0,1,0.96,96.0,Very Hot
12,6,43,0,2,2,4,1,41,23,0,1,1,0.85,85.0,Very Hot
20,3,17,1,5,1,0,1,42,15,0,1,0,0.05,5.0,Cold
53,0,2,0,7,1,0,3,6,12,0,0,0,0.02,2.0,Cold
88,12,6,0,6,4,3,1,69,21,1,0,0,0.04,4.0,Cold
43,19,42,0,9,2,0,1,40,20,1,0,1,0.97,97.0,Very Hot
89,6,17,0,5,2,4,2,41,2,1,0,0,0.01,1.0,Cold
50,14,43,0,8,2,1,3,9,5,0,1,1,0.95,95.0,Very Hot
29,13,37,0,8,1,1,1,8,9,0,0,1,0.98,98.0,Very Hot
57,18,36,0,0,4,2,1,44,20,0,1,0,0.16,16.0,Cold
39,19,32,1,0,2,1,1,58,14,0,0,0,0.11,11.0,Cold
56,17,43,0,0,2,3,2,67,18,1,1,1,0.85,85.0,Very Hot
43,9,30,1,7,3,4,2,13,29,0,1,1,0.97,97.0,Very Hot
50,8,10,0,9,2,2,2,19,22,0,0,0,0.05,5.0,Cold
23,7,3,0,6,4,3,0,49,8,0,1,0,0.0,0.0,
44,9,17,0,2,3,3,2,30,2,0,1,0,0.0,0.0,
38,16,3,0,1,3,3,1,66,9,0,0,0,0.01,1.0,Cold
84,1,48,0,3,3,0,2,59,7,0,1,0,0.07,7.0,Cold
23,5,33,0,2,1,3,2,53,29,1,0,0,0.1,10.0,Cold
45,4,28,1,6,3,0,3,52,18,0,0,0,0.19,19.0,Cold
52,8,23,1,9,2,1,1,31,27,1,1,1,0.93,93.0,Very Hot
80,4,21,0,7,1,0,2,15,16,0,1,0,0.04,4.0,Cold
50,17,1,0,5,1,3,0,20,21,1,1,0,0.08,8.0,Cold
8,19,43,0,2,1,4,3,5,5,0,0,1,0.94,94.0,Very Hot
85,8,5,0,5,1,4,2,7,23,1,1,0,0.07,7.0,Cold
1,16,41,1,1,1,1,3,18,29,1,1,1,0.9,90.0,Very Hot
8,16,24,1,6,1,3,3,56,15,0,1,1,0.47,47.0,Warm
29,11,20,1,9,1,0,0,45,5,0,0,0,0.13,13.0,Cold
5,6,15,0,6,3,4,0,28,11,0,1,0,0.06,6.0,Cold
86,2,30,0,3,4,2,0,50,22,1,1,0,0.05,5.0,Cold
47,9,13,0,7,2,3,1,2,14,0,0,0,0.03,3.0,Cold
34,1,38,1,3,2,3,3,68,25,0,1,1,0.76,76.0,Very Hot
65,2,27,0,6,3,2,2,24,19,0,0,0,0.12,12.0,Cold
55,15,31,0,3,3,4,0,48,3,1,0,0,0.03,3.0,Cold
43,1,27,0,4,1,2,0,45,24,1,1,0,0.06,6.0,Cold
74,9,48,1,6,4,1,3,58,10,0,1,1,0.76,76.0,Very Hot
30,5,8,0,9,1,0,3,36,28,0,0,0,0.22,22.0,Cold
82,10,44,0,2,3,0,3,2,6,1,0,0,0.2,20.0,Cold
17,6,21,1,9,1,4,2,18,28,1,1,1,0.92,92.0,Very Hot
26,14,31,1,4,2,2,1,49,26,0,1,1,0.95,95.0,Very Hot
8,5,4,0,2,2,3,1,8,3,0,1,0,0.01,1.0,Cold
47,19,22,0,4,1,3,0,58,2,1,1,0,0.06,6.0,Cold
76,8,4,1,2,4,3,1,15,13,0,1,0,0.01,1.0,Cold
72,19,41,1,9,1,1,2,17,18,0,0,1,0.98,98.0,Very Hot
89,11,31,0,6,1,1,1,23,2,1,1,0,0.09,9.0,Cold
46,18,9,0,0,4,3,2,66,15,0,0,0,0.0,0.0,
